,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited_C
2851,603,France,Female,48,5,0.0,1,1,0,100478.6,Yes
2852,609,France,Male,40,6,0.0,2,1,1,97416.34,No
2853,487,France,Male,53,4,199689.49,1,1,1,24207.86,Yes
2854,748,France,Male,33,1,142645.43,1,0,0,69132.66,No
2855,710,Spain,Female,75,5,0.0,2,1,1,9376.89,No
2856,432,Germany,Female,45,3,110219.14,1,1,0,43046.7,Yes
2857,534,Spain,Male,51,3,0.0,2,0,1,20856.31,No
2858,607,France,Male,25,3,0.0,2,0,0,187048.72,No
2859,551,Spain,Male,32,4,0.0,2,1,0,53420.53,No
2860,674,France,Male,45,7,142072.02,1,1,0,37013.29,No
2861,525,France,Female,25,6,0.0,2,1,0,89566.64,No
2862,645,Germany,Male,33,8,149564.61,1,0,0,149913.84,No
2863,755,France,Female,43,9,0.0,2,1,0,18066.69,No
2864,708,Germany,Male,37,8,153366.13,1,1,1,26912.34,No
2865,715,France,Male,21,6,76467.16,1,1,1,173511.72,No
2866,727,France,Female,26,9,121508.28,1,1,1,146785.44,No
2867,559,Spain,Female,27,1,0.0,1,0,1,1050.33,No
2868,545,Spain,Male,36,8,73211.12,2,1,0,89587.34,Yes
2869,524,France,Male,22,9,0.0,2,1,0,74405.34,No
2870,707,France,Female,55,1,0.0,2,0,1,54409.48,No
2871,671,Spain,Male,38,0,92674.94,2,1,0,3647.57,No
2872,439,Spain,Male,52,3,96196.24,4,1,0,198874.52,Yes
2873,667,Germany,Female,36,1,114391.62,1,1,1,53412.54,No
2874,831,Germany,Male,32,9,80262.66,1,1,0,194867.78,No
2875,545,Spain,Female,33,7,173331.52,1,1,0,150452.88,No
2876,604,Spain,Female,35,7,147285.52,1,1,1,57807.05,No
2877,657,Spain,Male,67,5,119785.47,2,1,1,107534.32,No
2878,487,Spain,Female,36,1,140137.15,1,1,0,194073.33,No
2879,750,Germany,Female,52,6,107467.56,1,1,0,126233.18,Yes
2880,694,Germany,Female,37,8,98218.04,2,1,0,182354.46,Yes
2881,711,Germany,Female,35,2,133607.75,1,1,1,120586.32,No
2882,551,France,Male,37,3,0.0,2,1,1,50578.4,No
2883,559,France,Female,38,8,95139.41,1,1,1,86575.46,No
2884,620,France,Female,29,3,0.0,2,0,1,153392.28,No
2885,660,Spain,Male,42,5,0.0,2,1,0,115509.59,No
2886,449,France,Female,37,6,0.0,2,1,0,82176.48,No
2887,703,Germany,Female,26,1,97331.19,1,1,0,63717.49,No
2888,795,Germany,Male,37,2,139265.63,2,1,1,198745.94,No
2889,594,France,Female,31,9,0.0,1,0,1,5719.11,No
2890,586,Spain,Male,34,5,168094.01,1,0,0,20058.61,No
2891,613,Germany,Female,30,5,131563.88,2,1,0,170638.98,No
2892,601,France,Male,44,3,0.0,2,1,0,30607.11,No
2893,657,France,Male,50,9,0.0,2,0,0,37171.46,No
2894,531,France,Male,31,3,0.0,1,1,1,42589.33,No
2895,621,Germany,Male,47,7,107363.29,1,1,1,66799.28,No
2896,782,France,Female,33,2,94493.03,1,0,1,101866.39,No
2897,528,Germany,Female,29,9,170214.23,2,1,0,49284.0,No
2898,696,France,Male,52,6,139781.06,1,1,0,27445.4,Yes
2899,586,France,Female,35,7,0.0,2,1,0,70760.69,No
2900,626,Spain,Female,26,8,148610.41,3,0,1,104502.02,Yes
2901,498,France,Male,73,2,170241.7,2,1,1,165407.96,No
2902,691,France,Female,33,1,128306.83,1,1,1,113580.79,No
2903,568,France,Female,47,7,0.0,2,1,1,45978.39,No
2904,715,France,Female,35,3,0.0,1,1,1,152012.36,No
2905,680,Germany,Male,32,7,175454.0,1,0,1,77349.92,No
2906,802,Spain,Male,41,6,0.0,2,1,0,47322.05,No
2907,539,France,Female,22,0,100885.93,2,1,1,38772.65,No
2908,494,France,Male,69,9,93320.8,1,1,1,24489.44,No
2909,594,Germany,Male,38,6,63176.44,2,1,1,14466.08,No
2910,596,France,Male,33,2,139451.67,1,0,0,63142.12,No
2911,649,France,Female,52,8,49113.75,1,1,0,41858.43,No
2912,699,Germany,Male,32,1,123906.22,3,1,1,127443.82,Yes
2913,787,France,Female,40,6,0.0,2,1,1,84151.98,No
2914,604,France,Male,28,7,0.0,2,0,0,58595.64,No
2915,489,Germany,Female,52,1,131441.51,1,1,0,37240.11,Yes
2916,651,France,Male,56,2,0.0,1,1,0,114522.68,Yes
2917,698,France,Male,57,6,136325.48,2,1,1,72549.27,Yes
2918,578,Germany,Female,38,4,113150.44,2,1,0,176712.59,Yes
2919,538,Spain,Female,42,9,0.0,1,0,0,152855.96,No
2920,696,France,Female,33,4,0.0,2,1,1,73371.65,No
2921,507,Germany,Female,46,8,102785.16,1,1,1,70323.68,No
2922,685,Spain,Male,34,6,83264.28,1,0,0,9663.28,No
2923,705,Germany,Male,41,4,72252.64,2,1,1,142514.66,No
2924,499,Germany,Female,29,6,148051.52,1,1,0,118623.94,No
2925,717,France,Female,76,9,138489.66,1,1,1,68400.14,No
2926,510,France,Male,63,8,0.0,2,1,1,115291.86,No
2927,632,France,Male,32,6,111589.33,1,1,1,170382.99,No
2928,668,Germany,Female,39,0,122104.79,1,1,0,112946.67,Yes
2929,744,Germany,Male,32,4,96106.83,1,1,1,79812.77,No
2930,663,Germany,Male,42,7,115930.87,1,1,0,19862.78,No
2931,638,Germany,Female,37,7,124513.66,2,1,0,158610.89,No
2932,688,France,Female,54,9,0.0,1,1,0,191212.63,Yes
2933,588,Spain,Male,46,8,0.0,1,1,0,61931.21,No
2934,631,France,Male,33,7,0.0,1,1,1,58043.02,Yes
2935,687,Spain,Male,35,8,100988.39,2,1,0,22247.27,No
2936,599,France,Male,44,10,118577.24,1,1,1,31448.52,No
2937,718,Spain,Male,28,6,0.0,2,1,0,146875.86,No
2938,730,France,Male,27,5,0.0,2,1,1,116081.93,No
2939,533,France,Female,39,2,0.0,1,0,1,73669.94,Yes
2940,711,Spain,Female,28,5,0.0,2,1,1,93959.96,No
2941,555,Spain,Female,26,9,0.0,2,0,1,158918.03,No
2942,850,France,Female,42,9,113311.11,1,1,1,198193.75,No
2943,678,France,Female,41,9,0.0,1,0,0,13160.03,No
2944,576,France,Male,32,7,0.0,2,1,0,4660.91,No
2945,835,Germany,Male,20,4,124365.42,1,0,0,180197.74,Yes
2946,592,France,Male,42,1,147249.29,2,1,1,63023.02,No
2947,774,France,Male,36,7,103688.19,1,0,1,118971.74,No
2948,620,France,Female,29,1,138740.24,2,0,0,154700.61,No
2949,519,Spain,Male,39,4,111900.14,1,1,1,97577.17,No
2950,734,Spain,Female,37,0,152760.24,1,1,1,48990.5,No
2951,763,Germany,Male,31,7,143966.3,2,1,1,140262.96,Yes
2952,733,France,Male,51,10,141556.96,1,1,0,130189.53,No
2953,650,France,Female,43,6,0.0,2,1,1,16301.91,No
2954,538,France,Female,33,5,0.0,2,1,0,126962.41,No
2955,577,France,Female,46,1,0.0,1,1,1,158750.53,No
2956,792,France,Male,30,8,0.0,2,1,0,199644.2,No
2957,686,France,Female,41,10,0.0,1,1,1,144272.71,Yes
2958,589,France,Male,29,2,0.0,2,0,1,98320.27,No
2959,530,France,Male,25,9,162560.32,1,1,0,64129.03,No
2960,778,Germany,Female,29,7,123229.46,1,1,0,181221.09,No
2961,616,Spain,Male,31,7,76665.71,2,1,1,163809.08,No
2962,550,France,Male,38,9,140278.99,3,1,1,171457.06,Yes
2963,655,France,Female,51,3,0.0,2,0,1,15801.02,No
2964,721,France,Male,46,1,115764.32,2,0,0,102950.79,No
2965,499,Germany,Male,36,5,131142.53,2,1,0,174918.46,No
2966,511,France,Male,45,5,68375.27,1,1,0,193160.25,Yes
2967,579,Germany,Female,39,5,117833.3,3,0,0,5831.0,Yes
2968,696,Spain,Female,36,7,0.0,2,1,1,82298.59,No
2969,681,France,Male,34,7,0.0,2,0,0,130686.59,No
2970,815,France,Male,45,7,0.0,1,0,1,52885.23,Yes
2971,681,Spain,Male,30,2,111093.01,1,1,0,68985.99,No
2972,641,Spain,Male,42,9,132657.55,1,1,0,35367.19,No
2973,591,France,Female,56,9,128882.49,1,1,1,196241.94,Yes
2974,565,Germany,Male,59,9,69129.59,1,1,1,170705.53,No
2975,487,France,Male,37,6,0.0,2,1,1,126477.41,No
2976,729,France,Male,39,4,121404.64,1,1,1,159618.17,No
2977,505,Spain,Female,45,9,131355.3,3,1,0,195395.33,Yes
2978,580,France,Female,35,1,102097.33,1,0,1,168285.85,No
2979,642,France,Male,40,1,154863.15,1,1,1,138052.51,No
2980,850,Spain,Female,41,3,99945.93,2,1,0,71179.31,No
2981,616,Germany,Male,39,2,121704.32,2,1,0,55556.3,No
2982,526,Spain,Female,43,3,0.0,2,1,0,31705.19,No
2983,523,Germany,Male,35,8,138782.76,1,1,1,186118.93,No
2984,663,France,Male,35,9,0.0,2,1,1,195580.28,No
2985,840,France,Male,30,8,136291.71,1,1,0,54113.38,No
2986,570,Germany,Male,42,0,107856.57,2,1,0,127528.84,No
2987,676,Germany,Female,26,1,108348.66,1,0,0,60231.74,Yes
2988,689,France,Male,47,1,93871.95,3,1,0,156878.42,Yes
2989,703,Spain,Female,45,1,0.0,1,1,0,182784.11,Yes
2990,491,Germany,Male,19,2,125860.2,1,0,0,129690.5,No
2991,584,France,Male,49,8,172713.44,1,1,0,113860.81,No
2992,810,France,Female,51,5,0.0,2,0,1,184524.74,No
2993,745,Spain,Female,59,8,0.0,1,1,1,36124.98,No
2994,625,France,Female,39,3,130786.92,1,0,1,121316.07,No
2995,535,France,Female,29,2,112367.34,1,1,0,185630.76,No
2996,729,Spain,Female,45,7,91091.06,2,1,0,71133.12,No
2997,655,France,Female,26,7,106198.5,1,0,1,32020.42,No
2998,751,France,Male,47,5,142669.93,2,1,0,162760.96,No
2999,525,France,Male,33,1,112833.35,1,0,1,175178.56,No
3000,532,France,Female,40,5,0.0,2,0,1,177099.71,No
3001,696,Spain,Female,43,4,0.0,2,1,1,66406.37,No
3002,786,Germany,Female,32,2,104336.43,2,0,0,59559.81,No
3003,580,France,Male,55,6,104305.74,1,0,1,175750.21,No
3004,596,Germany,Male,47,5,140187.1,2,1,1,174311.3,No
3005,683,France,Male,39,4,0.0,2,1,0,171716.81,No
3006,747,France,Female,45,1,114959.12,1,1,0,189362.39,Yes
3007,602,France,Male,33,5,164704.38,1,0,1,180716.1,Yes
3008,779,France,Male,62,10,119096.55,1,0,1,116977.89,No
3009,551,France,Male,31,1,0.0,2,1,1,185105.44,No
3010,666,France,Male,47,2,0.0,1,1,0,35046.97,Yes
3011,526,Spain,Male,30,8,0.0,1,1,0,36251.0,No
3012,849,France,Female,41,9,115465.28,1,1,0,103174.5,No
3013,471,France,Female,27,4,0.0,2,1,0,122642.09,No
3014,628,Spain,Male,43,3,184926.61,1,1,0,122937.57,No
3015,674,Germany,Male,43,8,85957.88,2,1,0,8757.39,No
3016,797,France,Male,32,10,114084.6,1,0,1,125782.29,No
3017,590,Spain,Female,29,2,166930.76,2,1,0,122487.73,No
3018,588,France,Female,27,8,0.0,1,1,0,20066.38,No
3019,577,France,Male,29,7,0.0,2,1,1,55473.15,No
3020,571,France,Female,38,6,107193.82,2,0,0,38962.94,No
3021,680,France,Male,36,3,116275.12,1,1,1,63795.8,No
3022,648,Spain,Female,27,7,0.0,2,1,1,163060.43,No
3023,618,France,Male,39,2,91068.56,1,1,0,26578.69,No
3024,648,Germany,Male,41,5,123049.21,1,0,1,5066.76,No
3025,759,France,Female,39,6,0.0,2,1,1,140497.67,No
3026,585,France,Male,40,7,0.0,2,0,0,146156.98,No
3027,774,France,Female,42,3,137781.65,1,0,0,199316.19,No
3028,697,Germany,Female,48,2,108128.96,2,1,1,103944.37,No
3029,605,Spain,Male,39,10,105317.73,2,1,0,138021.36,No
3030,676,France,Male,20,1,80569.73,1,0,0,68621.98,No
3031,678,France,Female,22,4,174852.89,1,1,1,28149.06,No
3032,495,Spain,Female,45,3,89158.94,3,1,0,135169.76,Yes
3033,787,France,Female,85,10,0.0,2,1,1,116537.96,No
3034,770,France,Male,36,2,89800.14,1,1,1,105922.69,No
3035,817,Germany,Male,45,9,101207.75,1,0,0,88211.12,Yes
3036,659,France,Male,43,1,106086.42,2,1,0,26900.63,No
3037,693,France,Male,21,1,0.0,2,1,1,3494.02,No
3038,744,France,Male,47,9,0.0,2,1,0,113163.17,No
3039,829,Spain,Female,26,8,101440.36,2,1,1,19324.5,No
3040,716,France,Male,38,4,0.0,2,1,0,189678.7,No
3041,671,France,Male,34,7,106603.74,2,1,1,26387.71,No
3042,835,Germany,Female,29,10,130420.2,2,0,0,106276.55,No
3043,636,France,Female,38,1,0.0,1,1,0,45015.38,No
3044,649,Spain,Male,29,2,45022.23,1,1,1,173495.77,No
3045,621,Germany,Male,27,1,74298.43,1,1,1,52581.96,No
3046,658,Germany,Female,31,3,133003.03,1,0,1,146339.27,Yes
3047,784,Spain,Male,48,7,0.0,2,1,1,182609.97,No
3048,783,Spain,Female,37,1,136689.66,1,1,0,197890.65,No
3049,615,France,Male,32,4,0.0,2,1,1,6225.63,No
3050,791,France,Female,44,5,0.0,2,1,1,123977.86,Yes
3051,762,France,Male,53,1,102520.37,1,1,1,170195.4,No
3052,607,France,Male,35,2,0.0,2,1,1,114190.3,No
3053,601,France,Female,34,5,0.0,2,1,0,27022.57,No
3054,540,Spain,Male,67,1,88382.01,1,0,1,59457.0,No
3055,812,France,Male,44,4,115049.15,2,1,0,165038.41,No
3056,685,France,Male,58,1,104796.54,1,1,1,154181.41,No
3057,680,France,Male,33,1,123082.08,1,1,0,134960.98,No
3058,680,Spain,Female,58,8,0.0,2,1,1,65708.5,No
3059,631,France,Female,33,8,0.0,2,0,0,117374.22,No
3060,569,France,Female,43,7,0.0,2,1,1,77703.19,No
3061,584,Germany,Male,33,3,88311.48,2,1,1,177651.38,No
3062,582,France,Female,40,9,0.0,3,1,1,60954.45,No
3063,609,France,Male,32,7,71872.19,1,1,1,151924.9,No
3064,506,Spain,Male,35,6,110046.93,2,1,0,26318.73,No
3065,503,France,Male,42,8,104430.08,1,1,1,147557.71,No
3066,503,France,Female,28,5,0.0,2,1,0,125918.17,No
3067,806,Germany,Male,31,10,138653.51,1,1,0,190803.37,No
3068,653,France,Female,31,7,102575.04,1,1,1,11043.54,No
3069,666,France,Male,43,7,137780.74,2,1,1,119100.05,Yes
3070,674,Spain,Male,32,2,0.0,2,1,0,140579.17,No
3071,798,France,Male,32,7,0.0,2,0,1,37731.95,No
3072,740,France,Female,30,8,105209.54,1,1,0,1852.58,No
3073,531,Germany,Female,32,0,109570.21,2,1,1,172049.84,No
3074,614,Germany,Female,44,6,118715.86,1,1,0,133591.11,Yes
3075,556,France,Male,35,10,0.0,2,1,1,192751.18,No
3076,678,Germany,Female,43,2,153393.18,2,1,1,193828.27,No
3077,587,Germany,Male,33,6,132603.36,1,1,0,55775.72,No
3078,527,Spain,Female,36,6,0.0,2,1,1,102280.29,No
3079,757,Germany,Female,34,1,129398.01,2,0,0,44965.44,No
3080,468,Spain,Male,28,3,0.0,2,1,0,170661.02,No
3081,693,France,Male,29,2,151352.74,1,0,0,197145.89,No
3082,483,France,Female,44,5,136836.49,1,1,0,192359.9,Yes
3083,466,France,Male,40,4,91592.06,1,1,0,141210.18,Yes
3084,770,France,Female,30,8,0.0,2,1,0,100557.03,No
3085,734,France,Female,54,3,0.0,1,1,0,130805.54,Yes
3086,716,France,Female,22,8,0.0,2,1,1,92606.98,No
3087,439,France,Male,36,2,165536.28,2,1,1,123956.83,No
3088,538,Germany,Male,25,5,62482.95,1,1,1,102758.43,No
3089,743,France,Male,40,8,68155.59,1,1,0,94876.65,No
3090,734,Spain,Female,43,3,55853.33,2,0,1,94811.85,Yes
3091,656,France,Male,37,2,0.0,2,0,1,67840.81,No
3092,666,France,Female,31,2,79589.43,1,0,0,4050.57,No
3093,627,Spain,Male,41,5,100880.76,1,0,1,134665.25,No
3094,480,Germany,Female,25,3,174330.35,2,0,0,181647.13,No
3095,792,France,Male,19,7,143390.51,1,1,0,33282.84,No
3096,613,Germany,Male,59,8,91415.76,1,0,0,27965.0,Yes
3097,476,Germany,Male,30,3,134366.42,1,1,0,68343.53,No
3098,539,France,Female,24,3,0.0,2,1,1,198161.07,No
3099,696,Spain,Male,60,8,88786.81,1,1,1,196858.4,No
3100,810,Germany,Male,35,3,96814.46,2,1,1,120511.03,No
3101,763,Germany,Male,32,9,160680.41,1,1,0,30886.35,No
3102,640,France,Female,29,3,0.0,2,1,0,2743.69,No
3103,655,France,Female,47,10,0.0,2,1,0,167778.62,No
3104,526,Germany,Male,31,5,145537.21,1,1,0,132404.64,No
3105,678,France,Female,28,4,0.0,2,1,1,144423.17,Yes
3106,554,France,Female,45,6,0.0,2,1,1,181204.5,No
3107,597,Spain,Female,30,2,119370.11,1,1,1,182726.22,Yes
3108,560,Spain,Female,28,1,0.0,2,1,1,120880.72,No
3109,850,Germany,Female,47,10,134381.52,1,0,0,26812.89,Yes
3110,546,Germany,Female,74,8,114888.74,2,1,1,66732.63,Yes
3111,623,Germany,Male,42,1,149332.48,2,1,0,100834.22,No
3112,698,France,Female,40,7,105061.74,3,1,0,107815.31,Yes
3113,620,France,Male,32,7,0.0,2,1,1,34665.79,No
3114,619,France,Female,40,10,0.0,1,1,1,147093.84,Yes
3115,561,France,Male,21,4,0.0,1,1,1,36942.35,No
3116,753,France,Female,39,7,155062.8,1,1,1,16460.77,No
3117,721,Spain,Male,43,3,88798.34,1,0,0,45610.63,No
3118,451,France,Male,33,6,0.0,2,1,0,184954.11,No
3119,680,Germany,Female,51,5,143139.87,1,0,0,47795.43,Yes
3120,590,Spain,Female,23,7,0.0,2,1,0,196789.9,No
3121,634,Germany,Male,27,3,107027.52,1,1,0,173425.68,No
3122,676,France,Male,29,4,140720.93,1,1,0,36221.18,No
3123,642,France,Male,30,8,80964.57,2,1,0,174738.2,No
3124,760,France,Male,39,6,178585.46,1,1,0,67131.3,Yes
3125,736,Spain,Female,26,4,135889.13,1,1,1,165692.03,No
3126,656,France,Male,43,7,134919.85,1,1,0,194691.95,No
3127,776,Germany,Male,33,8,115130.34,1,0,0,129525.5,Yes
3128,832,Spain,Female,34,6,138190.13,2,0,1,146511.2,No
3129,631,Germany,Male,37,9,131519.49,2,1,1,51752.18,No
3130,795,Spain,Female,56,5,0.0,1,1,0,35418.69,Yes
3131,648,Germany,Female,39,3,126935.98,2,0,1,57995.74,No
3132,615,France,Male,39,4,133707.09,1,1,1,108152.75,No
3133,682,France,Female,27,1,97893.2,1,1,0,166144.98,No
3134,694,France,Male,34,5,127900.03,1,1,0,101737.8,No
3135,694,France,Male,37,10,143835.47,1,0,1,33326.71,No
3136,607,France,Male,44,0,0.0,2,1,1,81140.09,No
3137,664,France,Male,48,10,0.0,1,1,0,140173.17,Yes
3138,756,France,Male,60,2,0.0,1,1,1,166513.49,Yes
3139,645,France,Female,40,3,129596.77,1,1,1,103232.6,No
3140,653,Spain,Male,30,4,0.0,2,1,0,120736.04,No
3141,710,Germany,Female,24,2,110407.44,2,0,0,15832.43,Yes
3142,697,France,Female,76,7,0.0,2,0,1,188772.45,No
3143,619,Germany,Female,41,8,142015.76,2,1,0,114323.66,No
3144,648,Spain,Male,55,1,81370.07,1,0,1,181534.04,No
3145,482,Germany,Female,48,2,69329.47,1,0,0,102640.52,Yes
3146,548,France,Female,28,8,116755.5,2,1,1,158585.17,Yes
3147,752,Spain,Male,44,6,83870.33,1,1,0,178722.24,No
3148,648,France,Female,39,6,130694.89,2,1,1,153955.38,Yes
3149,643,Spain,Female,34,8,117451.47,1,1,0,65374.86,No
3150,573,Germany,Female,35,9,206868.78,2,0,1,102986.15,No
3151,686,France,Female,39,3,111695.62,1,0,0,136643.84,No
3152,644,France,Female,40,9,137285.26,4,1,0,77063.63,Yes
3153,702,France,Female,29,6,149218.39,1,1,1,9633.01,No
3154,652,France,Male,51,7,0.0,2,0,1,43496.36,No
3155,641,Spain,Male,32,7,0.0,2,1,1,24267.28,No
3156,692,Germany,Female,41,8,130701.29,1,1,0,59354.24,Yes
3157,574,Spain,Male,34,5,0.0,2,0,0,28269.86,No
3158,643,France,Female,31,3,167949.48,1,1,0,143162.34,No
3159,834,France,Male,23,4,131254.81,1,1,0,20199.3,No
3160,591,France,Male,28,5,0.0,2,1,1,48606.92,No
3161,470,Spain,Male,34,9,0.0,2,0,1,89013.67,No
3162,608,Spain,Male,34,7,86656.13,1,0,1,59890.29,No
3163,649,Germany,Female,37,8,114737.26,1,1,1,106655.88,Yes
3164,665,France,Female,38,5,0.0,2,1,0,156439.56,No
3165,651,France,Female,39,6,0.0,1,1,0,24176.44,No
3166,555,Germany,Male,62,4,119817.33,1,0,1,43507.1,Yes
3167,637,France,Female,48,7,130806.99,2,1,1,132005.85,Yes
3168,675,France,Female,49,0,0.0,1,1,1,80496.71,Yes
3169,677,Spain,Male,40,5,0.0,2,1,0,88947.56,No
3170,850,Germany,Female,35,2,80931.75,1,0,0,12639.67,Yes
3171,815,France,Female,56,3,0.0,3,1,1,94248.16,Yes
3172,665,Germany,Male,32,1,132178.67,1,0,0,11865.76,No
3173,485,France,Female,27,3,0.0,2,1,0,141449.86,No
3174,577,Spain,Male,43,6,0.0,2,1,1,149457.81,No
3175,586,France,Female,35,7,164769.02,3,1,0,119814.25,Yes
3176,722,Germany,Male,29,1,107233.85,2,1,0,24924.92,No
3177,528,France,Female,27,7,176227.07,2,0,1,139481.53,No
3178,542,France,Female,39,4,109949.39,2,1,1,41268.65,No
3179,552,France,Female,34,5,0.0,2,1,1,1351.41,No
3180,678,France,Female,60,10,117738.81,1,1,0,147489.76,Yes
3181,575,Spain,Female,37,9,133292.45,1,1,0,111175.09,No
3182,669,France,Female,43,1,160474.59,1,1,1,95963.14,No
3183,636,France,Male,43,6,0.0,2,1,0,43128.95,No
3184,667,Germany,Male,55,9,154393.43,1,1,1,137674.96,Yes
3185,652,Germany,Female,45,9,110827.49,1,1,1,153383.54,Yes
3186,637,Germany,Female,36,10,145750.45,2,1,1,96660.76,No
3187,516,Spain,Female,45,8,109044.3,1,0,1,115818.16,No
3188,801,France,Female,32,4,75170.54,1,1,1,37898.5,No
3189,692,France,Female,42,2,0.0,2,1,0,145222.93,No
3190,585,France,Female,28,6,105795.9,1,1,1,41219.09,No
3191,590,France,Male,32,5,0.0,2,1,0,59249.83,No
3192,554,Spain,Male,66,8,0.0,2,1,1,116747.62,No
3193,659,France,Female,49,1,0.0,1,1,0,116249.72,Yes
3194,690,France,Female,26,3,118097.87,1,1,0,61257.83,No
3195,697,Germany,Male,29,0,172693.54,1,0,0,141798.98,No
3196,610,France,Male,36,4,129440.3,2,1,0,102638.35,No
3197,599,Spain,Male,36,4,0.0,2,0,0,13210.56,No
3198,544,France,Male,23,1,96471.2,1,1,0,35550.97,No
3199,548,France,Female,46,1,0.0,1,1,1,104469.06,Yes
3200,635,Spain,Male,24,4,140197.18,1,1,1,142935.83,No
3201,722,France,Male,20,6,0.0,2,1,0,195486.28,No
3202,564,France,Female,33,4,135946.26,1,1,0,63170.0,No
3203,719,France,Male,69,3,0.0,2,1,1,58320.06,No
3204,547,Germany,Male,50,3,81290.02,3,0,1,177747.03,Yes
3205,850,France,Female,42,8,0.0,1,1,0,19632.64,Yes
3206,515,Germany,Male,60,9,113715.36,1,1,0,18424.24,Yes
3207,667,Spain,Male,56,2,168883.08,1,0,1,18897.78,No
3208,607,Germany,Male,36,8,143421.74,1,1,0,97879.02,No
3209,525,France,Male,26,7,153644.39,1,1,1,63197.88,No
3210,606,Spain,Female,53,1,109330.06,1,1,1,75860.01,No
3211,686,Germany,Female,27,1,115095.88,2,0,0,78622.46,No
3212,611,France,Male,35,10,0.0,1,1,1,23598.23,Yes
3213,827,Spain,Male,46,1,183276.32,1,1,1,13460.27,No
3214,572,France,Male,33,9,68193.72,1,1,0,19998.31,No
3215,726,France,Female,32,8,0.0,2,0,0,185075.63,No
3216,579,Germany,Male,31,6,139729.54,1,0,1,135815.38,No
3217,598,Spain,Female,56,4,98365.33,1,1,1,44251.33,No
3218,663,France,Male,36,10,0.0,2,1,0,136349.55,No
3219,505,Germany,Female,37,10,122453.97,2,1,1,52693.99,No
3220,576,Germany,Male,30,7,132174.41,2,0,0,93767.03,No
3221,555,Spain,Female,24,2,0.0,2,0,1,197866.55,No
3222,524,France,Male,30,1,0.0,2,1,0,126812.85,No
3223,776,Spain,Male,39,2,104349.45,1,0,0,79503.05,No
3224,645,Germany,Female,41,2,138881.04,1,1,0,129936.53,Yes
3225,850,Germany,Female,32,0,116968.91,1,0,0,175094.62,No
3226,603,Germany,Male,35,1,105346.03,2,1,1,130379.5,No
3227,691,France,Male,26,9,136623.19,1,1,0,153228.0,No
3228,583,France,Female,29,10,0.0,2,1,1,111285.85,No
3229,584,France,Female,66,5,0.0,1,1,0,49553.38,Yes
3230,679,France,Female,33,6,0.0,2,1,1,98015.85,No
3231,646,France,Male,36,6,124445.52,1,1,0,88481.32,No
3232,559,France,Female,34,5,68999.66,2,1,1,66879.27,No
3233,595,Spain,Male,36,6,85768.42,1,1,1,24802.77,No
3234,527,France,Male,47,1,0.0,1,1,0,21312.16,Yes
3235,684,Spain,Male,34,9,100628.0,2,1,1,190263.78,No
3236,673,Spain,Female,32,0,0.0,1,1,1,72873.33,No
3237,802,Spain,Male,38,7,0.0,2,0,1,57764.65,No
3238,675,France,Male,54,6,0.0,1,1,0,110273.84,Yes
3239,762,Spain,Female,19,6,0.0,2,1,0,55500.17,No
3240,580,France,Male,50,0,125647.36,1,1,0,57541.08,Yes
3241,621,Germany,Female,31,8,100375.39,1,1,1,90384.26,No
3242,411,France,Female,36,10,0.0,1,0,0,120694.35,No
3243,815,France,Male,24,7,171922.72,1,0,1,178028.96,No
3244,631,Germany,Female,32,2,146810.99,2,1,1,180990.29,No
3245,514,Germany,Female,45,3,109032.23,1,0,1,155407.21,Yes
3246,638,France,Male,57,6,0.0,1,1,0,33676.48,Yes
3247,791,Spain,Male,25,7,0.0,1,1,0,89666.28,No
3248,516,France,Male,35,5,128653.59,1,1,0,127558.26,No
3249,734,France,Male,37,3,80387.81,1,0,1,77272.62,No
3250,611,France,Male,58,8,0.0,2,0,1,107665.68,Yes
3251,850,Germany,Male,43,0,108508.82,3,1,0,184044.8,Yes
3252,641,France,Male,31,10,155978.17,1,1,0,91510.71,No
3253,585,France,Female,38,5,0.0,1,1,1,87363.56,No
3254,552,Germany,Male,50,4,121175.56,1,1,0,117505.07,Yes
3255,507,France,Female,29,4,89349.47,2,0,0,180626.68,No
3256,735,Spain,Male,38,7,86131.71,2,0,0,93478.96,No
3257,707,France,Female,58,3,102346.86,1,1,1,114672.64,No
3258,698,Germany,Female,36,7,121263.62,1,1,1,13387.88,No
3259,841,France,Male,31,2,0.0,2,1,0,173240.52,No
3260,688,Spain,Female,33,2,0.0,1,0,0,27557.18,Yes
3261,614,France,Male,51,3,0.0,2,1,1,5552.37,No
3262,511,Germany,Male,48,6,149726.08,1,0,0,88307.87,Yes
3263,447,France,Male,43,2,0.0,2,1,0,33879.26,Yes
3264,738,France,Male,35,5,161274.05,2,1,0,181429.87,No
3265,422,France,Female,33,2,0.0,2,1,0,102655.31,No
3266,537,Spain,Male,30,1,103138.17,1,1,1,96555.42,No
3267,707,Germany,Female,40,3,109628.44,1,1,0,189366.03,No
3268,690,France,Male,54,5,0.0,1,1,0,12847.61,Yes
3269,664,Germany,Male,33,7,97286.16,2,1,0,143433.33,No
3270,850,France,Female,33,7,118004.26,1,1,0,183983.82,No
3271,584,Spain,Male,32,9,85534.83,1,0,0,169137.24,No
3272,728,France,Female,59,4,0.0,1,1,1,163365.85,Yes
